alpha,conflict,beta,error,building,name,website,addrcity,addrstreet,addrhousenumber,amenity,buildinglevels,smoking,wheelchair,healthcare,namefr,namede,nameen,namees,nameit,namenl,namepl,namept,office,alt_name,addrpostcode,email,fax,healthcarecounselling,healthcarespeciality,opening_hours,phone,nameru,tourism,facebook,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,capacity,parking,access,fee,supervised,surface,operator,dispensing,nameold,wikidata,contactinstagram,emergency,park_ride,drive_through,paymentcash,paymentcredit_cards,paymentdebit_cards,designation,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,crossing,highway,crossing_ref,source,kerb,traffic_signalsdirection,traffic_signals,direction,lanes,taxi,lanesboth_ways,maxspeed,old_name,oneway,parkinglaneboth,service,parkinglane,FIXME,junction,bicycle,cycleway,foot,horse,noexit,sidewalk,parkinglaneleft,covered,parkinglaneright,destination,maxweight,motor_vehicle
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Alberto M?úe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Eduardo Chivambo Mondlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Fern?úo Mendes Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Padre Francisco Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,Comandante Correia da Silva,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Doutor Jos?® Pereira do Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,2.0,,,,,yes,,,both,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Jo?úo Seca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Ant??nio Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,really connection to Cabral Moncada?,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Fernando Lencastre,,,,,,,,,,,,,,,,,,,Fernando Martins Mascarenhas Lencastre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Bento Banha Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Tom?íz Vieira da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua D. Ant??nia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Beco XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Beco XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Padre Francisco Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Padre Francisco Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa de Nicolau Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,,,,,,roundabout,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa de Monte Pio Ferrovia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Beco Monte Pio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,yes,no,yes,no,yes,both,,,,,,
highway,highway building,residential,no,,Rua do Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Cazuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Fern?úo Mendes Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Ant??nio Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Doutor Egas Monza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Comandante Nazji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,Camilo Castelo Branco,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Jose Anchieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Rod. Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Rod. Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Rod. Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Jo?úo Seca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de D. Jo?úo de Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Travessa da Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Cacimba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Guine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Ant??nio Saldanha da Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Largo Sidonio Pais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa Sidonio Pais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Matozo da Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa J. Lobato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Cazuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Am?®rico Julio Lobato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Manuel de Almeida Vasconcelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Largo Sidonio Pais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Esri,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
